,300,500,800
349,0.1965,0.1756,0.1741
350,0.1952,0.1739,0.1729
351,0.1938,0.1725,0.1713
352,0.1926,0.1716,0.1703
353,0.1908,0.1702,0.1691
354,0.1891,0.1687,0.1679
355,0.1876,0.1677,0.1664
356,0.1863,0.1662,0.1648
357,0.1847,0.1647,0.1637
358,0.1829,0.1634,0.1623
359,0.1816,0.1625,0.1616
360,0.1801,0.1614,0.1608
361,0.179,0.1599,0.1591
362,0.178,0.1594,0.1574
363,0.1763,0.1578,0.1561
364,0.1751,0.1562,0.1552
365,0.1741,0.1548,0.1539
366,0.1727,0.1534,0.1524
367,0.1715,0.1529,0.1517
368,0.1699,0.1518,0.1508
369,0.1685,0.1504,0.1494
370,0.1673,0.1491,0.1475
371,0.1659,0.1485,0.1465
372,0.1648,0.1477,0.1453
373,0.1631,0.1462,0.1441
374,0.1616,0.1454,0.1428
375,0.1608,0.1447,0.1418
376,0.1593,0.1436,0.1409
377,0.1582,0.1422,0.1408
378,0.1569,0.1411,0.1391
379,0.1557,0.1399,0.1383
380,0.1548,0.1384,0.1373
381,0.154,0.1374,0.1361
382,0.1524,0.1359,0.1352
383,0.1509,0.1351,0.1337
384,0.1499,0.1337,0.1328
385,0.1494,0.1329,0.1319
386,0.1488,0.1316,0.1311
387,0.1477,0.13,0.1304
388,0.1471,0.1287,0.1292
389,0.1458,0.1276,0.1275
390,0.1448,0.126,0.1265
391,0.1438,0.125,0.1257
392,0.143,0.1238,0.1247
393,0.1412,0.1227,0.124
394,0.1398,0.1221,0.1231
395,0.1389,0.1211,0.122
396,0.1376,0.1199,0.1215
397,0.1365,0.1188,0.1207
398,0.1353,0.1178,0.1196
399,0.1333,0.1169,0.1188
400,0.132,0.1159,0.1177
401,0.1306,0.1151,0.1173
402,0.13,0.1141,0.1164
403,0.1292,0.1132,0.1158
404,0.1283,0.1119,0.1152
405,0.1274,0.1108,0.1139
406,0.1265,0.1099,0.1129
407,0.1259,0.1093,0.1117
408,0.1254,0.1086,0.1103
409,0.1238,0.1077,0.1093
410,0.1224,0.1067,0.1085
411,0.1213,0.1054,0.1076
412,0.1204,0.1047,0.1069
413,0.1197,0.1038,0.106
414,0.119,0.1031,0.1051
415,0.1181,0.1018,0.1045
416,0.1176,0.1005,0.103
417,0.1166,0.0997,0.1024
418,0.1155,0.0989,0.102
419,0.1144,0.098,0.1014
420,0.1135,0.0968,0.1006
421,0.1125,0.0964,0.0995
422,0.1113,0.0957,0.0987
423,0.1107,0.0951,0.0979
424,0.1097,0.0941,0.0974
425,0.1087,0.0933,0.0964
426,0.1076,0.0928,0.0957
427,0.1066,0.092,0.0947
428,0.1056,0.0914,0.094
429,0.1045,0.0911,0.0933
430,0.1039,0.09,0.0925
431,0.1031,0.0891,0.0919
432,0.1023,0.0886,0.0912
433,0.1019,0.0881,0.0908
434,0.1011,0.088,0.0899
435,0.1,0.0876,0.0888
436,0.099,0.0869,0.0883
437,0.098,0.0863,0.0874
438,0.0969,0.0855,0.0869
439,0.0957,0.0852,0.0865
440,0.0949,0.0842,0.0854
441,0.0944,0.0837,0.0847
442,0.0935,0.0829,0.0842
443,0.093,0.0822,0.0835
444,0.0924,0.0813,0.0825
445,0.0915,0.0808,0.0817
446,0.0911,0.0803,0.0811
447,0.0904,0.0793,0.0805
448,0.0898,0.0785,0.08
449,0.0891,0.0778,0.0795
450,0.0882,0.0774,0.0788
451,0.0873,0.0767,0.0781
452,0.0867,0.0765,0.0778
453,0.086,0.0761,0.0768
454,0.0852,0.0754,0.0765
455,0.0843,0.0747,0.0754
456,0.0836,0.074,0.0746
457,0.0826,0.0735,0.074
458,0.0821,0.0732,0.0737
459,0.0816,0.0725,0.073
460,0.081,0.0717,0.0722
461,0.0805,0.0711,0.0716
462,0.08,0.0706,0.0708
463,0.0796,0.0698,0.0705
464,0.0787,0.069,0.07
465,0.0783,0.0684,0.0698
466,0.0778,0.0678,0.0691
467,0.0767,0.0671,0.0685
468,0.0761,0.0663,0.068
469,0.0755,0.0656,0.0671
470,0.0743,0.0653,0.0664
471,0.0735,0.0647,0.0653
472,0.073,0.0643,0.0652
473,0.0724,0.064,0.0646
474,0.072,0.0637,0.0642
475,0.0715,0.0635,0.0635
476,0.071,0.0626,0.0631
477,0.0702,0.0622,0.0628
478,0.0695,0.0615,0.0623
479,0.0683,0.0609,0.0616
480,0.0682,0.0606,0.061
481,0.0676,0.0601,0.0603
482,0.0666,0.0594,0.0598
483,0.066,0.0591,0.0594
484,0.065,0.0587,0.059
485,0.0645,0.0583,0.0585
486,0.064,0.0581,0.058
487,0.0632,0.0575,0.0573
488,0.0627,0.0572,0.0571
489,0.0621,0.0568,0.0562
490,0.0616,0.0565,0.0558
491,0.0612,0.0559,0.0552
492,0.0606,0.0554,0.0547
493,0.0597,0.055,0.0541
494,0.0592,0.0545,0.0538
495,0.059,0.0534,0.0532
496,0.0587,0.0527,0.053
497,0.0581,0.0524,0.0527
498,0.0578,0.0521,0.0522
499,0.057,0.0516,0.0518
500,0.0566,0.051,0.051
