,300,500,800
407,0.0193,0.023,0.0244
408,0.019,0.0227,0.0238
409,0.0184,0.0224,0.0233
410,0.0176,0.022,0.0225
411,0.0175,0.0213,0.0221
412,0.0169,0.0205,0.0218
413,0.0167,0.0203,0.0211
414,0.0163,0.0197,0.0205
415,0.016,0.0192,0.0198
416,0.0153,0.0186,0.0194
417,0.0151,0.0178,0.0187
418,0.0148,0.0175,0.0183
419,0.0141,0.0174,0.018
420,0.0136,0.0171,0.0176
421,0.0133,0.017,0.0173
422,0.0133,0.0166,0.017
423,0.013,0.0163,0.0161
424,0.0129,0.0159,0.0157
425,0.0124,0.0157,0.0152
426,0.012,0.0153,0.0147
427,0.0118,0.0152,0.0145
428,0.0115,0.0147,0.0143
429,0.0113,0.0145,0.0138
430,0.0107,0.0142,0.0136
431,0.0105,0.0138,0.0132
432,0.0104,0.0136,0.0129
433,0.0099,0.0134,0.0124
434,0.0096,0.0133,0.012
435,0.0095,0.0127,0.0116
436,0.0094,0.012,0.0114
437,0.009,0.0118,0.0113
438,0.0088,0.0117,0.0108
439,0.0083,0.0111,0.0107
440,0.008,0.0107,0.0104
441,0.0079,0.0105,0.0103
442,0.0078,0.0103,0.0097
443,0.0076,0.0099,0.0095
444,0.0075,0.0097,0.0091
445,0.0074,0.0095,0.0088
446,0.007,0.0095,0.0085
447,0.0068,0.0095,0.0084
448,0.0066,0.0094,0.0081
449,0.0064,0.0093,0.0077
450,0.0063,0.009,0.0075
451,0.0062,0.0086,0.0074
452,0.006,0.0084,0.0072
453,0.0059,0.0082,0.007
454,0.0059,0.0079,0.0067
455,0.0057,0.0075,0.0066
456,0.0056,0.0073,0.0065
457,0.0056,0.007,0.0065
458,0.0056,0.0065,0.0064
459,0.0055,0.0063,0.0063
460,0.0054,0.0062,0.0062
461,0.0053,0.0062,0.0061
462,0.0052,0.0058,0.0061
463,0.0051,0.0054,0.0061
464,0.0049,0.0051,0.0059
465,0.0048,0.0051,0.0058
466,0.0047,0.0051,0.0058
467,0.0046,0.005,0.0056
468,0.0046,0.0049,0.0056
469,0.0046,0.0046,0.0056
470,0.0045,0.0044,0.0055
471,0.0043,0.0043,0.0053
472,0.0043,0.0043,0.005
473,0.0041,0.0041,0.005
474,0.004,0.004,0.005
475,0.0038,0.0039,0.0046
476,0.0037,0.0039,0.0046
477,0.0035,0.0038,0.0045
478,0.0034,0.0038,0.0043
479,0.0034,0.0037,0.004
480,0.0034,0.0035,0.004
481,0.0033,0.0035,0.0038
482,0.0032,0.0035,0.0036
483,0.0032,0.0035,0.0036
484,0.0031,0.0035,0.0036
485,0.0031,0.0032,0.0035
