,300,500,800
220,394.0,559.0,922.0
221,1108.0,1244.0,1546.0
222,800.0,998.0,1272.0
223,436.0,606.0,947.0
224,367.0,614.0,886.0
225,661.0,883.0,1178.0
226,499.0,703.0,997.0
227,334.0,506.0,821.0
228,881.0,1062.0,1436.0
229,397.0,571.0,871.0
230,343.0,530.0,861.0
231,559.0,740.0,1049.0
232,663.0,795.0,1146.0
233,455.0,653.0,947.0
234,549.0,753.0,1079.0
235,548.0,732.0,1011.0
236,523.0,750.0,1031.0
237,690.0,900.0,1188.0
238,393.0,568.0,872.0
239,516.0,697.0,966.0
240,569.0,742.0,1031.0
241,896.0,1101.0,1421.0
242,354.0,564.0,863.0
243,385.0,574.0,902.0
244,578.0,803.0,1103.0
245,465.0,714.0,987.0
246,614.0,786.0,1075.0
247,361.0,561.0,866.0
248,482.0,662.0,979.0
249,670.0,855.0,1171.0
250,477.0,688.0,966.0
251,691.0,884.0,1187.0
252,767.0,966.0,1234.0
253,527.0,717.0,1033.0
254,391.0,549.0,866.0
255,474.0,684.0,983.0
256,574.0,787.0,1084.0
257,579.0,816.0,1067.0
258,466.0,681.0,964.0
259,393.0,601.0,882.0
260,545.0,698.0,973.0
261,546.0,723.0,1040.0
262,331.0,556.0,852.0
263,571.0,770.0,1062.0
264,470.0,668.0,951.0
265,826.0,1024.0,1343.0
266,631.0,810.0,1093.0
267,384.0,593.0,904.0
268,942.0,1110.0,1408.0
269,526.0,717.0,1024.0
270,367.0,556.0,886.0
271,746.0,910.0,1217.0
272,769.0,956.0,1299.0
273,489.0,693.0,1003.0
274,491.0,714.0,1000.0
275,639.0,836.0,1188.0
276,501.0,709.0,1027.0
277,314.0,524.0,812.0
278,378.0,605.0,951.0
279,500.0,700.0,1012.0
280,409.0,601.0,900.0
281,410.0,591.0,939.0
282,596.0,815.0,1079.0
283,526.0,728.0,1056.0
284,389.0,594.0,909.0
285,311.0,543.0,810.0
286,750.0,950.0,1268.0
287,588.0,788.0,1065.0
288,730.0,926.0,1227.0
289,673.0,843.0,1136.0
290,716.0,890.0,1171.0
291,348.0,571.0,850.0
292,900.0,1135.0,1425.0
293,541.0,743.0,1078.0
294,532.0,704.0,1010.0
295,313.0,530.0,818.0
296,604.0,807.0,1114.0
297,447.0,582.0,817.0
298,816.0,985.0,1288.0
299,322.0,657.0,963.0
300,537.0,709.0,1014.0
301,521.0,699.0,992.0
302,514.0,705.0,1040.0
303,325.0,504.0,814.0
304,447.0,614.0,922.0
305,862.0,1049.0,1346.0
306,508.0,670.0,970.0
307,407.0,544.0,888.0
308,646.0,847.0,1129.0
309,742.0,947.0,1275.0
310,417.0,649.0,920.0
311,399.0,567.0,866.0
312,397.0,652.0,940.0
313,347.0,553.0,850.0
314,482.0,680.0,969.0
315,765.0,912.0,1217.0
316,425.0,642.0,914.0
317,301.0,506.0,811.0
318,374.0,574.0,903.0
319,414.0,574.0,877.0
320,499.0,680.0,998.0
321,545.0,754.0,1028.0
322,713.0,886.0,1221.0
323,433.0,643.0,967.0
324,874.0,1077.0,1377.0
325,609.0,797.0,1096.0
326,367.0,563.0,841.0
327,571.0,713.0,999.0
328,609.0,808.0,1118.0
329,624.0,817.0,1124.0
330,561.0,735.0,1009.0
331,540.0,720.0,1053.0
332,545.0,764.0,1035.0
333,368.0,563.0,850.0
334,507.0,734.0,1036.0
335,338.0,518.0,830.0
336,320.0,519.0,825.0
337,674.0,905.0,1155.0
338,632.0,786.0,1083.0
339,444.0,601.0,897.0
340,495.0,700.0,987.0
341,358.0,553.0,835.0
342,318.0,549.0,810.0
343,398.0,587.0,897.0
344,437.0,504.0,807.0
345,342.0,537.0,868.0
346,399.0,614.0,894.0
347,876.0,1090.0,1378.0
348,340.0,543.0,843.0
349,466.0,716.0,984.0
350,575.0,790.0,1068.0
351,398.0,630.0,967.0
352,450.0,654.0,989.0
353,334.0,533.0,850.0
354,527.0,546.0,803.0
355,308.0,517.0,839.0
356,757.0,944.0,1257.0
357,785.0,960.0,1279.0
358,495.0,693.0,960.0
359,466.0,665.0,933.0
360,560.0,785.0,1072.0
361,366.0,564.0,871.0
362,385.0,597.0,903.0
363,572.0,776.0,1060.0
364,454.0,530.0,829.0
365,502.0,732.0,1025.0
366,431.0,645.0,945.0
367,860.0,997.0,1285.0
368,364.0,555.0,872.0
369,504.0,578.0,849.0
370,730.0,934.0,1275.0
371,367.0,585.0,864.0
372,409.0,615.0,953.0
373,651.0,855.0,1148.0
374,486.0,649.0,986.0
375,338.0,550.0,882.0
376,367.0,570.0,902.0
377,328.0,544.0,825.0
378,663.0,870.0,1176.0
379,582.0,757.0,1072.0
380,327.0,501.0,821.0
381,530.0,716.0,1016.0
382,772.0,973.0,1262.0
383,387.0,611.0,915.0
384,620.0,822.0,1123.0
385,596.0,833.0,1125.0
386,587.0,801.0,1096.0
387,843.0,1026.0,1336.0
388,553.0,751.0,1115.0
389,338.0,540.0,842.0
390,362.0,552.0,832.0
391,935.0,1130.0,1449.0
392,576.0,773.0,1040.0
393,424.0,592.0,912.0
394,442.0,627.0,900.0
395,476.0,694.0,1003.0
396,681.0,886.0,1165.0
397,576.0,765.0,1096.0
398,346.0,573.0,819.0
399,590.0,786.0,1109.0
400,637.0,854.0,1133.0
401,832.0,1006.0,1299.0
402,339.0,541.0,831.0
403,441.0,651.0,944.0
404,371.0,585.0,847.0
405,637.0,840.0,1149.0
406,327.0,503.0,827.0
407,417.0,603.0,876.0
408,345.0,558.0,859.0
409,518.0,714.0,1020.0
410,633.0,781.0,1084.0
411,1112.0,1322.0,1649.0
412,466.0,646.0,924.0
413,313.0,605.0,937.0
414,424.0,619.0,957.0
415,310.0,521.0,830.0
416,307.0,512.0,811.0
417,549.0,737.0,1026.0
418,364.0,583.0,905.0
419,302.0,525.0,805.0
420,532.0,546.0,828.0
421,788.0,1012.0,1290.0
422,468.0,662.0,980.0
423,473.0,680.0,960.0
424,562.0,649.0,889.0
425,310.0,508.0,801.0
426,323.0,512.0,815.0
427,690.0,877.0,1156.0
428,919.0,1086.0,1358.0
429,472.0,663.0,987.0
430,558.0,741.0,1003.0
431,595.0,733.0,1045.0
432,563.0,784.0,1106.0
433,448.0,663.0,950.0
434,437.0,604.0,895.0
435,579.0,788.0,1038.0
436,441.0,641.0,907.0
437,460.0,673.0,938.0
438,875.0,1031.0,1332.0
439,554.0,762.0,1029.0
440,391.0,572.0,880.0
441,527.0,556.0,853.0
442,733.0,928.0,1260.0
443,734.0,935.0,1246.0
444,422.0,638.0,936.0
445,712.0,904.0,1224.0
446,441.0,623.0,911.0
447,422.0,623.0,929.0
448,791.0,984.0,1254.0
449,303.0,525.0,819.0
450,692.0,875.0,1180.0
451,351.0,559.0,888.0
452,522.0,733.0,1030.0
453,344.0,562.0,874.0
454,349.0,517.0,868.0
455,585.0,783.0,1096.0
456,424.0,641.0,935.0
457,658.0,863.0,1104.0
458,308.0,501.0,801.0
459,533.0,610.0,899.0
460,499.0,703.0,988.0
461,516.0,695.0,1015.0
462,872.0,1085.0,1365.0
463,515.0,705.0,1063.0
464,754.0,867.0,1137.0
465,314.0,518.0,809.0
466,647.0,634.0,834.0
467,394.0,593.0,884.0
468,378.0,587.0,893.0
469,605.0,777.0,1093.0
470,760.0,936.0,1288.0
471,590.0,793.0,1066.0
472,716.0,934.0,1238.0
473,446.0,616.0,1024.0
474,553.0,754.0,1061.0
475,443.0,599.0,905.0
476,368.0,556.0,892.0
477,599.0,633.0,876.0
478,416.0,596.0,912.0
479,319.0,522.0,818.0
480,444.0,609.0,950.0
481,669.0,815.0,1086.0
482,310.0,542.0,828.0
483,308.0,526.0,829.0
484,302.0,502.0,801.0
485,939.0,1156.0,1399.0
486,420.0,640.0,919.0
487,541.0,734.0,1145.0
488,448.0,637.0,994.0
489,350.0,552.0,848.0
490,327.0,527.0,806.0
491,441.0,577.0,891.0
492,378.0,569.0,894.0
493,411.0,583.0,840.0
494,547.0,719.0,1014.0
495,711.0,929.0,1221.0
496,528.0,698.0,1020.0
497,474.0,665.0,988.0
498,409.0,595.0,905.0
499,632.0,791.0,1077.0
500,651.0,854.0,1165.0
501,301.0,508.0,810.0
502,607.0,819.0,1168.0
503,571.0,772.0,1111.0
504,511.0,526.0,839.0
505,433.0,676.0,951.0
506,550.0,753.0,1086.0
507,531.0,716.0,1077.0
508,482.0,695.0,989.0
509,407.0,597.0,883.0
510,475.0,670.0,955.0
511,523.0,705.0,1047.0
512,649.0,838.0,1132.0
513,634.0,827.0,1114.0
514,578.0,577.0,876.0
515,597.0,643.0,987.0
516,481.0,692.0,1033.0
517,540.0,747.0,1048.0
518,604.0,552.0,844.0
519,397.0,637.0,906.0
520,704.0,906.0,1243.0
521,359.0,518.0,814.0
522,470.0,642.0,954.0
523,376.0,623.0,864.0
524,777.0,956.0,1292.0
525,435.0,633.0,920.0
526,400.0,648.0,953.0
527,365.0,519.0,829.0
528,420.0,606.0,893.0
529,361.0,603.0,896.0
530,562.0,575.0,847.0
531,571.0,744.0,1059.0
532,800.0,990.0,1301.0
533,552.0,767.0,1083.0
534,641.0,728.0,1007.0
535,634.0,787.0,1098.0
536,411.0,642.0,927.0
537,320.0,520.0,814.0
538,364.0,542.0,880.0
539,301.0,523.0,802.0
540,302.0,501.0,801.0
541,621.0,833.0,1202.0
542,526.0,734.0,1003.0
543,461.0,654.0,932.0
544,331.0,549.0,880.0
545,327.0,534.0,842.0
546,810.0,804.0,918.0
547,470.0,625.0,973.0
548,514.0,748.0,1044.0
549,526.0,701.0,1000.0
550,690.0,875.0,1166.0
551,452.0,666.0,951.0
552,458.0,515.0,836.0
553,443.0,634.0,939.0
554,311.0,695.0,970.0
555,579.0,754.0,1092.0
556,618.0,814.0,1100.0
557,429.0,600.0,898.0
558,686.0,877.0,1192.0
559,492.0,669.0,1015.0
560,583.0,797.0,1069.0
561,403.0,582.0,870.0
562,374.0,540.0,838.0
563,369.0,519.0,828.0
564,385.0,603.0,892.0
565,1226.0,1406.0,1710.0
566,711.0,882.0,1245.0
567,581.0,753.0,1047.0
568,340.0,536.0,848.0
569,313.0,530.0,832.0
570,430.0,626.0,927.0
571,546.0,743.0,1041.0
572,406.0,611.0,933.0
573,640.0,859.0,1116.0
574,516.0,716.0,1039.0
575,659.0,871.0,1132.0
576,477.0,664.0,973.0
577,1041.0,1191.0,1491.0
578,625.0,814.0,1112.0
579,553.0,735.0,1127.0
580,686.0,873.0,1139.0
581,662.0,841.0,1134.0
582,456.0,631.0,916.0
583,342.0,547.0,841.0
584,611.0,790.0,1065.0
585,627.0,823.0,1155.0
586,308.0,514.0,823.0
587,574.0,813.0,1067.0
588,479.0,685.0,966.0
589,605.0,774.0,1085.0
590,658.0,835.0,1142.0
591,690.0,851.0,1172.0
592,397.0,596.0,883.0
593,615.0,843.0,1081.0
594,535.0,714.0,1031.0
595,551.0,777.0,1008.0
596,556.0,764.0,1058.0
597,327.0,539.0,878.0
598,410.0,628.0,928.0
599,411.0,646.0,930.0
600,558.0,794.0,1089.0
601,366.0,590.0,829.0
602,334.0,524.0,821.0
603,434.0,635.0,939.0
604,905.0,1088.0,1381.0
605,325.0,507.0,801.0
606,441.0,657.0,970.0
607,466.0,721.0,1060.0
608,515.0,693.0,1019.0
609,430.0,627.0,966.0
610,335.0,541.0,853.0
611,425.0,586.0,851.0
612,407.0,584.0,931.0
613,579.0,741.0,1042.0
614,610.0,796.0,1070.0
615,301.0,506.0,801.0
616,398.0,524.0,833.0
617,345.0,560.0,873.0
