,3000,5000
1360,0.06,0.015
1361,0.06,0.015
1362,0.06,0.015
1363,0.06,0.015
1364,0.055,0.015
1365,0.055,0.015
1366,0.055,0.015
1367,0.055,0.015
1368,0.055,0.015
1369,0.055,0.015
1370,0.055,0.015
1371,0.055,0.015
1372,0.055,0.015
1373,0.055,0.015
1374,0.055,0.015
1375,0.055,0.015
1376,0.055,0.015
1377,0.055,0.015
1378,0.055,0.015
1379,0.055,0.015
1380,0.055,0.015
1381,0.055,0.015
1382,0.055,0.015
1383,0.055,0.015
1384,0.055,0.015
1385,0.055,0.015
1386,0.055,0.015
1387,0.055,0.015
1388,0.055,0.015
1389,0.055,0.015
1390,0.055,0.015
1391,0.055,0.015
1392,0.055,0.015
1393,0.055,0.015
1394,0.055,0.015
1395,0.055,0.015
1396,0.055,0.015
1397,0.055,0.015
1398,0.055,0.015
1399,0.055,0.015
1400,0.055,0.015
1401,0.055,0.015
1402,0.055,0.015
1403,0.055,0.015
1404,0.055,0.015
1405,0.055,0.015
1406,0.055,0.015
1407,0.055,0.015
1408,0.055,0.01
1409,0.055,0.01
1410,0.055,0.01
1411,0.055,0.01
1412,0.055,0.01
1413,0.055,0.01
1414,0.055,0.01
1415,0.055,0.01
1416,0.055,0.01
1417,0.055,0.01
1418,0.055,0.01
1419,0.055,0.01
1420,0.055,0.01
1421,0.055,0.01
1422,0.055,0.01
1423,0.055,0.01
1424,0.055,0.01
1425,0.055,0.01
1426,0.055,0.01
1427,0.055,0.01
1428,0.055,0.01
1429,0.055,0.01
1430,0.055,0.01
1431,0.055,0.01
1432,0.05,0.01
1433,0.05,0.01
1434,0.05,0.01
1435,0.05,0.01
1436,0.05,0.01
1437,0.05,0.01
1438,0.05,0.01
1439,0.05,0.01
1440,0.05,0.01
1441,0.05,0.01
1442,0.05,0.01
1443,0.05,0.01
1444,0.05,0.01
1445,0.05,0.01
1446,0.05,0.01
1447,0.05,0.01
1448,0.05,0.01
1449,0.05,0.01
1450,0.05,0.01
1451,0.05,0.01
1452,0.05,0.01
1453,0.05,0.01
1454,0.05,0.01
1455,0.05,0.01
1456,0.05,0.01
1457,0.05,0.01
1458,0.05,0.01
1459,0.05,0.01
1460,0.05,0.01
1461,0.05,0.01
1462,0.05,0.01
1463,0.05,0.01
1464,0.05,0.01
1465,0.05,0.01
1466,0.05,0.01
1467,0.05,0.01
1468,0.05,0.01
1469,0.05,0.01
1470,0.05,0.01
1471,0.05,0.01
1472,0.05,0.01
1473,0.05,0.01
1474,0.05,0.01
1475,0.05,0.01
1476,0.05,0.01
1477,0.05,0.01
1478,0.05,0.01
1479,0.05,0.01
1480,0.05,0.01
1481,0.05,0.01
1482,0.05,0.01
1483,0.05,0.01
1484,0.05,0.01
1485,0.05,0.01
1486,0.05,0.01
1487,0.05,0.01
1488,0.05,0.01
1489,0.05,0.01
1490,0.05,0.01
1491,0.05,0.01
1492,0.05,0.01
1493,0.05,0.01
1494,0.05,0.01
1495,0.05,0.01
1496,0.05,0.01
1497,0.05,0.01
1498,0.05,0.01
1499,0.05,0.01
1500,0.05,0.01
1501,0.05,0.01
1502,0.05,0.01
1503,0.05,0.01
1504,0.05,0.01
1505,0.05,0.01
1506,0.05,0.01
1507,0.05,0.01
1508,0.05,0.01
1509,0.05,0.01
1510,0.05,0.01
1511,0.05,0.01
1512,0.05,0.01
1513,0.05,0.01
1514,0.05,0.01
1515,0.05,0.01
1516,0.05,0.01
1517,0.05,0.01
1518,0.05,0.01
1519,0.05,0.01
1520,0.05,0.01
1521,0.05,0.01
1522,0.05,0.01
1523,0.05,0.01
1524,0.05,0.01
1525,0.05,0.01
1526,0.05,0.01
1527,0.05,0.01
1528,0.05,0.01
1529,0.05,0.01
1530,0.05,0.01
1531,0.05,0.01
1532,0.05,0.01
1533,0.05,0.01
1534,0.05,0.01
1535,0.05,0.01
1536,0.05,0.01
1537,0.05,0.01
1538,0.05,0.01
1539,0.05,0.01
1540,0.05,0.01
1541,0.05,0.01
1542,0.05,0.01
1543,0.045,0.01
1544,0.045,0.01
1545,0.045,0.01
1546,0.045,0.01
1547,0.045,0.01
1548,0.045,0.01
1549,0.045,0.01
1550,0.045,0.01
1551,0.045,0.01
1552,0.045,0.01
1553,0.045,0.01
1554,0.045,0.01
1555,0.045,0.01
1556,0.045,0.01
1557,0.045,0.01
1558,0.045,0.01
1559,0.045,0.01
1560,0.045,0.01
1561,0.045,0.01
1562,0.045,0.01
1563,0.045,0.01
1564,0.045,0.01
1565,0.045,0.01
1566,0.045,0.01
1567,0.045,0.01
1568,0.045,0.01
1569,0.045,0.01
1570,0.045,0.01
1571,0.045,0.01
1572,0.045,0.01
1573,0.045,0.01
1574,0.045,0.01
1575,0.045,0.01
1576,0.045,0.01
1577,0.045,0.01
1578,0.045,0.01
1579,0.045,0.01
1580,0.045,0.01
1581,0.045,0.01
1582,0.045,0.01
1583,0.045,0.01
1584,0.045,0.01
1585,0.045,0.01
1586,0.04,0.01
1587,0.04,0.01
1588,0.04,0.01
1589,0.04,0.01
1590,0.04,0.01
1591,0.04,0.01
1592,0.04,0.01
1593,0.04,0.01
1594,0.04,0.01
1595,0.04,0.01
1596,0.04,0.01
1597,0.04,0.01
1598,0.04,0.01
1599,0.04,0.01
1600,0.04,0.01
1601,0.04,0.01
1602,0.04,0.01
1603,0.04,0.01
1604,0.04,0.01
1605,0.04,0.01
1606,0.04,0.01
1607,0.035,0.01
1608,0.035,0.01
1609,0.035,0.01
1610,0.035,0.01
1611,0.035,0.01
1612,0.035,0.01
1613,0.035,0.01
1614,0.035,0.01
1615,0.035,0.01
1616,0.035,0.01
1617,0.035,0.01
1618,0.035,0.01
1619,0.035,0.01
1620,0.035,0.01
1621,0.035,0.01
1622,0.035,0.01
1623,0.035,0.01
1624,0.035,0.01
1625,0.035,0.01
1626,0.035,0.01
1627,0.035,0.01
1628,0.035,0.01
1629,0.035,0.01
1630,0.035,0.01
1631,0.035,0.01
1632,0.035,0.01
1633,0.035,0.01
1634,0.035,0.01
1635,0.035,0.01
1636,0.035,0.01
1637,0.035,0.01
1638,0.035,0.01
1639,0.035,0.01
1640,0.035,0.01
1641,0.035,0.01
1642,0.035,0.01
1643,0.035,0.01
1644,0.035,0.01
1645,0.035,0.01
1646,0.035,0.01
1647,0.035,0.01
1648,0.035,0.01
1649,0.035,0.01
1650,0.035,0.01
1651,0.035,0.01
1652,0.035,0.01
1653,0.035,0.01
1654,0.035,0.01
1655,0.035,0.01
1656,0.035,0.01
1657,0.035,0.01
1658,0.035,0.01
1659,0.035,0.01
1660,0.035,0.01
1661,0.035,0.01
1662,0.035,0.01
1663,0.035,0.01
1664,0.035,0.01
1665,0.035,0.005
1666,0.035,0.005
1667,0.035,0.005
1668,0.035,0.005
1669,0.035,0.005
1670,0.035,0.005
1671,0.035,0.005
1672,0.035,0.005
1673,0.035,0.005
1674,0.035,0.005
1675,0.035,0.005
1676,0.035,0.005
1677,0.035,0.005
1678,0.035,0.005
1679,0.035,0.005
1680,0.035,0.005
1681,0.035,0.005
1682,0.035,0.005
1683,0.035,0.005
1684,0.035,0.005
1685,0.035,0.005
1686,0.035,0.005
1687,0.035,0.005
1688,0.035,0.005
1689,0.035,0.005
1690,0.035,0.005
1691,0.035,0.005
1692,0.035,0.005
1693,0.035,0.005
1694,0.035,0.005
1695,0.035,0.005
1696,0.035,0.005
1697,0.035,0.005
1698,0.035,0.005
1699,0.035,0.005
1700,0.035,0.005
1701,0.035,0.005
1702,0.035,0.005
1703,0.035,0.005
1704,0.035,0.005
1705,0.035,0.005
1706,0.035,0.005
1707,0.035,0.005
1708,0.035,0.005
1709,0.035,0.005
1710,0.035,0.005
1711,0.035,0.005
1712,0.035,0.005
1713,0.035,0.005
1714,0.035,0.005
1715,0.035,0.005
1716,0.035,0.005
1717,0.035,0.005
1718,0.035,0.005
1719,0.035,0.005
1720,0.035,0.005
1721,0.035,0.005
1722,0.035,0.005
1723,0.035,0.005
1724,0.035,0.005
1725,0.035,0.005
1726,0.035,0.005
1727,0.035,0.005
1728,0.035,0.005
1729,0.035,0.005
1730,0.035,0.005
1731,0.035,0.005
1732,0.035,0.005
1733,0.035,0.005
1734,0.035,0.005
1735,0.035,0.005
1736,0.035,0.005
1737,0.035,0.005
1738,0.035,0.005
1739,0.035,0.005
1740,0.035,0.005
1741,0.035,0.005
1742,0.035,0.005
1743,0.035,0.005
1744,0.035,0.005
1745,0.035,0.005
1746,0.035,0.005
1747,0.035,0.005
1748,0.035,0.005
1749,0.035,0.005
1750,0.035,0.005
1751,0.035,0.005
1752,0.035,0.005
1753,0.035,0.005
1754,0.035,0.005
1755,0.035,0.005
1756,0.035,0.005
1757,0.035,0.005
1758,0.035,0.005
1759,0.035,0.005
1760,0.035,0.005
1761,0.035,0.005
1762,0.035,0.005
1763,0.035,0.005
1764,0.035,0.005
1765,0.035,0.005
1766,0.035,0.005
1767,0.035,0.005
1768,0.035,0.005
1769,0.035,0.005
1770,0.035,0.005
1771,0.035,0.005
1772,0.035,0.005
1773,0.035,0.005
1774,0.035,0.005
1775,0.035,0.005
1776,0.035,0.005
1777,0.035,0.005
1778,0.035,0.005
1779,0.035,0.005
1780,0.035,0.005
1781,0.035,0.005
1782,0.035,0.005
1783,0.035,0.005
1784,0.035,0.005
1785,0.035,0.005
1786,0.035,0.005
1787,0.035,0.005
1788,0.035,0.005
1789,0.035,0.005
1790,0.035,0.005
1791,0.035,0.005
1792,0.035,0.005
1793,0.035,0.005
1794,0.035,0.005
1795,0.035,0.005
1796,0.035,0.005
1797,0.035,0.005
1798,0.035,0.005
1799,0.035,0.005
1800,0.035,0.005
1801,0.035,0.005
1802,0.035,0.005
1803,0.035,0.005
1804,0.035,0.005
1805,0.035,0.005
1806,0.035,0.005
1807,0.035,0.005
1808,0.035,0.005
1809,0.035,0.005
1810,0.035,0.005
1811,0.035,0.005
1812,0.035,0.005
1813,0.035,0.005
1814,0.035,0.005
1815,0.035,0.005
1816,0.035,0.005
1817,0.035,0.005
1818,0.035,0.005
1819,0.035,0.005
1820,0.035,0.005
1821,0.035,0.005
1822,0.035,0.005
1823,0.035,0.005
1824,0.035,0.005
1825,0.035,0.005
1826,0.035,0.005
1827,0.035,0.005
1828,0.035,0.005
1829,0.035,0.005
1830,0.03,0.005
1831,0.03,0.005
1832,0.03,0.005
1833,0.03,0.005
1834,0.03,0.005
1835,0.03,0.005
1836,0.03,0.005
1837,0.03,0.005
1838,0.03,0.005
1839,0.03,0.005
1840,0.03,0.005
1841,0.03,0.005
1842,0.03,0.005
1843,0.03,0.005
1844,0.03,0.005
1845,0.03,0.005
1846,0.03,0.005
1847,0.03,0.005
1848,0.03,0.005
1849,0.03,0.005
1850,0.03,0.005
1851,0.03,0.005
1852,0.03,0.005
1853,0.03,0.005
1854,0.03,0.005
1855,0.03,0.005
1856,0.03,0.005
1857,0.03,0.005
1858,0.03,0.005
1859,0.03,0.005
1860,0.03,0.005
1861,0.03,0.005
1862,0.03,0.005
1863,0.03,0.005
1864,0.03,0.005
1865,0.03,0.005
1866,0.03,0.005
1867,0.03,0.005
1868,0.03,0.005
1869,0.03,0.005
1870,0.03,0.005
1871,0.03,0.005
1872,0.03,0.005
1873,0.03,0.005
1874,0.03,0.005
1875,0.03,0.005
1876,0.03,0.005
1877,0.03,0.005
1878,0.03,0.005
1879,0.03,0.005
1880,0.03,0.005
1881,0.03,0.005
1882,0.03,0.005
1883,0.03,0.005
1884,0.03,0.005
1885,0.03,0.005
1886,0.03,0.005
1887,0.03,0.005
1888,0.03,0.005
1889,0.03,0.005
1890,0.03,0.005
1891,0.03,0.005
1892,0.03,0.005
1893,0.03,0.005
1894,0.03,0.005
1895,0.03,0.005
1896,0.03,0.005
1897,0.03,0.005
1898,0.03,0.005
1899,0.03,0.005
1900,0.03,0.005
1901,0.03,0.005
1902,0.03,0.005
1903,0.03,0.005
1904,0.03,0.005
1905,0.03,0.005
1906,0.03,0.005
1907,0.03,0.005
1908,0.03,0.005
1909,0.03,0.005
1910,0.03,0.005
1911,0.03,0.005
1912,0.03,0.005
1913,0.03,0.005
1914,0.03,0.005
1915,0.03,0.005
1916,0.03,0.005
1917,0.03,0.005
1918,0.03,0.005
1919,0.03,0.005
1920,0.03,0.005
1921,0.03,0.005
1922,0.03,0.005
1923,0.03,0.005
1924,0.03,0.005
1925,0.03,0.005
1926,0.03,0.005
1927,0.03,0.005
1928,0.03,0.005
1929,0.03,0.005
1930,0.03,0.005
1931,0.03,0.005
1932,0.03,0.005
1933,0.03,0.005
1934,0.03,0.005
1935,0.03,0.005
1936,0.03,0.005
1937,0.03,0.005
1938,0.03,0.005
1939,0.03,0.005
1940,0.03,0.005
1941,0.03,0.005
1942,0.03,0.005
1943,0.03,0.005
1944,0.03,0.005
1945,0.03,0.005
1946,0.03,0.005
1947,0.03,0.005
1948,0.03,0.005
1949,0.03,0.005
1950,0.03,0.005
1951,0.03,0.005
1952,0.03,0.005
1953,0.03,0.005
1954,0.03,0.005
1955,0.03,0.005
1956,0.03,0.005
1957,0.03,0.005
1958,0.03,0.005
1959,0.03,0.005
1960,0.03,0.005
1961,0.03,0.005
1962,0.03,0.005
1963,0.03,0.005
1964,0.03,0.005
1965,0.03,0.005
1966,0.03,0.005
1967,0.03,0.005
1968,0.03,0.005
1969,0.03,0.005
1970,0.03,0.005
1971,0.03,0.005
1972,0.03,0.005
1973,0.03,0.005
1974,0.03,0.005
1975,0.03,0.005
1976,0.03,0.005
1977,0.03,0.005
1978,0.03,0.005
1979,0.03,0.005
1980,0.03,0.005
1981,0.03,0.005
1982,0.03,0.005
1983,0.03,0.005
1984,0.03,0.005
1985,0.03,0.005
1986,0.03,0.005
1987,0.03,0.005
1988,0.03,0.005
1989,0.03,0.005
1990,0.03,0.005
1991,0.03,0.005
1992,0.03,0.005
1993,0.03,0.005
1994,0.03,0.005
1995,0.03,0.005
1996,0.03,0.005
1997,0.03,0.005
1998,0.03,0.005
1999,0.03,0.005
2000,0.03,0.005
